# bit length of a rule in each field is 32; w = 32+32 = 64
#
# Decision Tree Search Time (s)
100 0.0146638
200 0.0177067
300 0.0225958
400 0.0215282
500 0.0222001
600 0.0269986
700 0.0253212
800 0.0264461
900 0.0256592
1000 0.0269560
1100 0.0271533
1200 0.0290755
1300 0.0285852
1400 0.0281885
1500 0.0297639
1600 0.0290171
1700 0.0293070
1800 0.0319576
1900 0.0301947
2000 0.0311014
