# bit length of a rule in each field is 32; w = 32+32 = 64
#
# construct time (s)
100 0.306499
200 3.343470
300 13.422200
400 7.200580
500 12.754600
600 20.526900
700 31.147700
800 45.465400
900 61.216500
1000 82.021400
1100 109.052000
1200 136.461000
1300 172.218000
1400 214.033000
1500 259.073000
1600 310.186000
1700 370.952000
1800 438.759000
1900 523.530000
2000 591.402000 
