# w = 64
#
# number of Run in a Rule at most 20
# (but most rule has two run)
#
# number of Run in RuleList and construct time (s)
100 0.0346150
110 0.0355398
120 0.0392400
130 0.0456741
140 0.0435383
150 0.0441782
160 0.0490051
170 0.0471909
180 0.0477966
190 0.0515323
200 0.1867210
210 0.8824590
220 0.1654880
230 0.5715610
240 0.0557309
250 0.6967620
